,group4,shh,shh,shh,group4,group3,group3,shh,group3,group4,group3,group4,group4,wnt,group4,group4,group4,shh,shh,wnt,group4,shh,group4,group4,shh,group3
miR-20b-3p,3.00E-06,4.72E-06,1.65E-05,0.000100431,4.56E-05,1.24E-05,0.000138093,0.000107974,4.19E-05,1.51E-05,7.75E-06,0.000119421,2.17E-05,1.65E-05,8.37E-05,5.36E-05,1.83E-05,0.000181813,1.92E-05,0,6.10E-05,9.66E-05,6.15E-05,0.000194679,6.23E-05,5.01E-05
miR-20b-5p,0.006677962,0.177307109,0.073824145,0.185997363,0.024868641,0.021288594,0.065853379,0.054428092,0.124769709,0.011527813,0.040571846,0.034999564,0.00585041,0.080036053,0.094506935,0.042862096,0.01042061,0.093970926,0.084805484,0.084416797,0.018345322,0.12898431,0.016823391,0.02615049,0.0904546,0.047839612
miR-210-3p,0.002290958,0.014882288,0.004006016,0.00803881,0.002662986,0.006037581,0.010023509,0.005335305,0.019069267,0.003118964,0.002629585,0.004147586,0.00324996,0.01834734,0.01130419,0.0049503,0.002979146,0.003335872,0.009700571,0.017122055,0.00496611,0.003885037,0.00486096,0.004870936,0.01552182,0.019930135
miR-210-5p,8.40E-05,0.000349616,0.000268323,0.000362423,0.000341826,0.000220133,0.000491745,0.000164308,0.001363799,7.56E-05,9.45E-05,0.000408788,8.93E-05,0.00082312,0.000297601,0.000200157,0.000122531,0.000110669,0.000932562,0.000273366,9.76E-05,0.000214643,0.000620191,0.000818444,0.000831155,0.000806132
miR-2110,0.0002189,0.000160634,0.0001271,0.000270726,0.000325548,0.000316596,0.000690464,0.000126752,0.000275153,0.000176498,5.42E-05,0.000592512,0.000135214,0.000419791,0.000223201,0.000461075,0.000192026,9.75E-05,0.000274,0.000770092,0.000442313,0.000477581,0.000340826,0.000377438,0.000752195,0.000291483
miR-2113,3.00E-06,4.72E-06,4.71E-06,4.37E-06,0,0,0,0,5.98E-06,0,1.55E-05,0,0,4.12E-06,4.65E-06,0,0,2.63E-06,0,0,0,5.37E-06,0,0,1.66E-05,4.55E-06
miR-211-3p,6.90E-05,0.000519699,0.000336581,0.000755412,0.001351026,0.000425426,0.001114846,0.000406075,0.00246441,6.05E-05,6.82E-05,0.001892365,7.00E-05,0.000230474,0.000195301,0.000285938,0.000102414,0.000173908,0.000711439,0.000166687,7.32E-05,0.000257572,0.004458673,0.002872501,0.002044641,0.00211325
miR-2114-3p,0,2.83E-05,1.18E-05,1.31E-05,2.93E-05,9.89E-06,4.38E-05,7.04E-06,4.79E-05,0,1.55E-06,3.22E-05,4.83E-06,0,2.33E-05,3.57E-06,7.32E-06,7.90E-06,2.40E-05,0,9.15E-06,2.15E-05,7.26E-05,4.37E-05,7.48E-05,6.38E-05
miR-2114-5p,2.10E-05,6.61E-05,2.59E-05,2.62E-05,3.26E-06,1.98E-05,4.72E-05,1.88E-05,1.79E-05,7.56E-06,7.75E-06,9.19E-05,4.83E-06,2.88E-05,1.86E-05,2.50E-05,3.66E-06,5.27E-06,4.81E-05,3.33E-06,6.10E-06,3.76E-05,2.79E-05,7.55E-05,0.000344929,2.73E-05
miR-2115-3p,5.40E-05,0.00010394,6.36E-05,0.000148463,6.19E-05,4.45E-05,0.000101043,6.57E-05,0.000311042,3.78E-05,4.65E-05,0.000151573,1.93E-05,0.000119352,0.000153451,7.86E-05,3.66E-05,9.75E-05,0.000254772,8.67E-05,3.05E-05,0.000182447,0.000139683,0.00013111,0.000195321,0.000150296
miR-2115-5p,5.70E-05,0.000137012,6.59E-05,0.00024016,8.79E-05,8.66E-05,0.000158301,0.000152571,0.000346931,5.55E-05,7.28E-05,0.000266401,5.79E-05,5.76E-05,0.000195301,0.000193008,4.02E-05,6.85E-05,0.000274,0.000103346,0.000100664,0.000128786,0.000296127,0.000448953,0.000211945,0.000186731
miR-211-5p,3.90E-05,9.45E-06,7.06E-06,1.31E-05,6.51E-06,0.000155824,3.03E-05,2.35E-06,4.79E-05,3.78E-05,8.99E-05,1.38E-05,9.66E-06,4.12E-05,1.86E-05,1.79E-05,1.28E-05,2.63E-05,1.92E-05,0.000110013,0.000118967,2.15E-05,5.59E-06,3.18E-05,0.00391474,2.73E-05
miR-2116-3p,6.00E-06,2.83E-05,1.41E-05,9.61E-05,4.56E-05,1.98E-05,8.08E-05,3.05E-05,0.000125613,1.26E-05,9.30E-06,5.97E-05,2.41E-06,0.000115237,7.91E-05,3.22E-05,1.46E-05,2.90E-05,0.000124983,6.67E-05,1.83E-05,2.15E-05,0.00022908,0.000123164,0.000232723,7.74E-05
miR-2116-5p,2.10E-05,4.72E-05,2.35E-05,0.000157196,7.16E-05,1.48E-05,5.73E-05,2.82E-05,0.000149539,1.01E-05,3.25E-05,5.97E-05,1.21E-05,4.12E-05,6.05E-05,1.07E-05,7.32E-06,3.95E-05,0.000110562,5.00E-05,1.83E-05,5.90E-05,5.59E-05,2.38E-05,0.000103894,3.64E-05
miR-2117,3.00E-06,0,7.06E-06,0,0,0,0,2.35E-06,0,0,0,0,0,2.47E-05,0,0,3.66E-06,2.63E-06,1.44E-05,3.33E-06,3.05E-06,1.07E-05,0,3.97E-06,8.31E-06,1.37E-05
miR-212-3p,0.000143935,0.000675609,0.000174175,0.000506519,0.00016603,0.000249814,0.000498481,0.000246462,0.000711808,0.000158848,0.000162703,0.000408788,0.00012797,0.000440369,0.000502202,0.0003467,0.00012436,0.000184448,0.000620106,0.000456721,0.000289791,0.000499045,0.000307302,0.000854202,0.000972451,0.000692272
miR-212-5p,6.00E-05,8.03E-05,2.59E-05,0.000117897,3.58E-05,4.70E-05,7.75E-05,5.87E-05,0.000143558,3.28E-05,3.25E-05,7.35E-05,4.10E-05,8.64E-05,5.12E-05,3.57E-05,1.65E-05,2.11E-05,5.77E-05,7.00E-05,4.88E-05,9.12E-05,8.38E-05,0.000230436,0.000211945,0.000218612
miR-21-3p,0.000188914,0.002423687,0.000421314,0.00142786,0.000599009,0.000403165,0.001111478,0.002234584,0.001615026,0.000214318,0.000330054,0.001823468,0.000311475,0.000596762,0.001129954,0.000636212,0.000314557,0.000297752,0.00148537,0.00030337,0.000335548,0.001422009,0.002123178,0.001779918,0.002152691,0.001165931
miR-214-5p,9.00E-06,0.000548046,5.41E-05,0.002065376,0.000146497,1.48E-05,0.000326707,0.000746426,0.000328987,1.01E-05,3.87E-05,0.000468498,4.10E-05,3.70E-05,0.0001395,0.000200157,4.02E-05,8.43E-05,0.000975825,5.00E-05,1.83E-05,0.001046384,0.000502858,0.000333735,0.000191166,0.000318809
miR-215-3p,0,4.72E-06,4.71E-06,0,0,2.47E-06,0,0,0,0,0,0,0,8.23E-06,0,7.15E-06,0,2.63E-06,9.61E-06,0,0,0,0,0,0,9.11E-06
miR-215-5p,3.00E-06,3.31E-05,9.41E-06,3.49E-05,3.26E-06,5.19E-05,1.68E-05,4.69E-06,5.98E-06,2.52E-06,2.17E-05,7.35E-05,0,4.12E-06,4.19E-05,7.15E-06,5.49E-06,0,1.44E-05,6.67E-06,0,4.83E-05,5.59E-06,4.37E-05,8.31E-06,0.000423561
miR-21-5p,0.041854956,0.521484827,0.052899654,0.342254185,0.085134158,0.087588208,0.176539734,0.369685233,0.268501017,0.050483351,0.045022151,0.345393332,0.056183736,0.069199681,0.157909911,0.130530665,0.048288134,0.056048441,0.22978527,0.041591658,0.064233029,0.344512653,0.241606463,0.326873185,0.239102519,0.122245146
miR-216a-3p,0.000386824,0.004908793,0.001442825,0.002445265,0.000556688,0.001199601,0.000501849,0.000950637,0.000107668,0.000592528,0.001523207,0.001038045,0.000289744,0.001765592,0.001576356,0.000518262,0.000592537,0.001910353,0.001422879,0.001726874,0.000375204,0.002532787,0.000385524,0.000508548,0.00032415,0.001625927
miR-216a-5p,0.044274855,0.589593737,0.17945634,0.229737047,0.058911236,0.140056542,0.045055271,0.091444264,0.008679268,0.076294862,0.076702683,0.123155289,0.038620433,0.227818979,0.184884656,0.067424164,0.080949011,0.192668987,0.180772873,0.168950274,0.048029113,0.251368349,0.047698866,0.061315788,0.033287758,0.176378964
miR-216b-3p,0.000299864,0.002787476,0.001212161,0.001676753,0.000429724,0.000964628,0.000380597,0.000767552,0.000119632,0.000499236,0.000429225,0.000845134,0.000205235,0.001148252,0.001185754,0.000411036,0.000512069,0.001296405,0.001408457,0.000916777,0.000393506,0.002194724,0.000340826,0.000373465,0.000232723,0.001594046
miR-216b-5p,0.024912665,0.239567044,0.098013233,0.122149738,0.033938419,0.096017571,0.029164505,0.055789498,0.004737409,0.045213638,0.040175161,0.072052251,0.019753283,0.081879841,0.103965069,0.036839528,0.042640741,0.107485686,0.121372501,0.065787895,0.026953652,0.169836227,0.035842594,0.034183959,0.023820903,0.118278248
miR-217,0.020288769,0.160175942,0.060269123,0.064716568,0.025099781,0.079846451,0.021394265,0.031878037,0.004139251,0.034273309,0.041413251,0.053992109,0.015332276,0.076591296,0.068159942,0.029630318,0.033315594,0.066559336,0.082137587,0.057106853,0.017933513,0.114447616,0.023382893,0.02072333,0.016116096,0.079984697
miR-218-1-3p,1.80E-05,6.61E-05,4.47E-05,2.62E-05,3.26E-06,7.42E-06,2.02E-05,2.35E-06,7.78E-05,1.01E-05,9.30E-06,4.59E-06,4.83E-06,3.29E-05,6.05E-05,7.15E-06,1.83E-06,2.63E-06,0,0.000100012,3.05E-05,4.83E-05,1.12E-05,1.99E-05,1.25E-05,5.92E-05
miR-218-2-3p,1.80E-05,9.45E-06,7.06E-06,1.31E-05,9.77E-06,0,2.69E-05,7.04E-06,3.59E-05,5.04E-06,4.65E-06,1.38E-05,7.24E-06,2.47E-05,2.33E-05,1.07E-05,3.66E-06,5.27E-06,9.61E-06,6.67E-06,1.83E-05,1.61E-05,0.000251429,5.96E-05,0.000153764,3.19E-05
miR-218-5p,0.004935754,0.01130109,0.011493171,0.010488442,0.001224062,0.000408112,0.007436797,0.000819191,0.009624357,0.001860789,0.003523675,0.002195511,0.002146519,0.004074443,0.007867828,0.002476937,0.002776147,0.000961764,0.003288003,0.021069195,0.005615853,0.002645474,0.023164988,0.007624247,0.023367923,0.0162866
miR-219a-1-3p,1.50E-05,1.42E-05,8.71E-05,3.06E-05,4.56E-05,1.73E-05,2.02E-05,0.000103279,5.38E-05,1.76E-05,1.08E-05,0.000124014,1.45E-05,2.88E-05,3.26E-05,1.43E-05,5.49E-06,1.58E-05,0.000158632,1.00E-05,2.14E-05,6.44E-05,3.35E-05,3.58E-05,6.65E-05,3.64E-05
miR-219a-2-3p,0.000215902,0.000141736,0.000324812,0,9.12E-05,9.89E-06,1.35E-05,0.000171349,3.59E-05,2.52E-05,3.72E-05,5.97E-05,0,8.23E-06,0.000888153,6.08E-05,8.05E-05,2.63E-06,3.36E-05,1.00E-05,0.00013727,5.37E-06,5.59E-06,0.000111245,0.112496831,5.92E-05
miR-219b-3p,3.00E-06,4.72E-06,7.06E-06,0,9.77E-06,1.24E-05,6.74E-06,9.39E-06,0,0,1.55E-06,0,0,1.23E-05,2.33E-05,3.57E-06,3.66E-06,0,9.61E-06,0,6.10E-06,1.61E-05,5.59E-06,7.95E-06,4.16E-05,1.37E-05
miR-221-3p,0.000938573,0.010455398,0.00157934,0.005562979,0.003222929,0.002465985,0.005031963,0.0133277,0.004922838,0.000784154,0.000952973,0.010201316,0.000577073,0.000781964,0.00549632,0.004360553,0.001197876,0.006763967,0.006032813,0.000430052,0.00168079,0.010866299,0.00604547,0.008597639,0.035419671,0.002987699
miR-221-5p,2.40E-05,0.000203155,3.77E-05,9.61E-05,5.53E-05,3.96E-05,7.41E-05,0.000218294,0.000101687,1.26E-05,1.39E-05,0.000211283,1.45E-05,1.23E-05,0.0001023,6.43E-05,3.66E-05,0.000110669,0.000115369,3.33E-06,5.19E-05,0.000187813,5.59E-05,0.000198652,0.000423889,3.64E-05
miR-222-3p,0.000929577,0.010233345,0.001654659,0.005052093,0.003060155,0.00278258,0.004786091,0.013144614,0.005174064,0.00070599,0.001027351,0.009833867,0.000683312,0.000893085,0.00553352,0.004071041,0.001025967,0.004951108,0.00535983,0.00044672,0.001479461,0.009369164,0.006056644,0.008530098,0.033952682,0.003019579
miR-222-5p,6.00E-06,9.92E-05,1.88E-05,3.93E-05,2.93E-05,1.48E-05,4.38E-05,0.000117363,7.18E-05,1.26E-05,7.75E-06,5.05E-05,0,1.23E-05,3.72E-05,4.65E-05,2.01E-05,5.53E-05,0.000124983,3.00E-05,2.44E-05,4.29E-05,3.91E-05,7.55E-05,0.000211945,1.82E-05
miR-223-3p,0.000773648,0.011031791,0.009831451,0.00456304,0.01150488,0.00148899,0.025038565,0.036241579,0.010378036,0.001250611,0.001947783,0.02480284,0.000898206,0.00322663,0.006412373,0.035895933,0.004647029,0.001791779,0.011700292,0.001036791,0.000951736,0.007464208,0.017762059,0.026388872,0.027008382,0.018108368
miR-223-5p,6.00E-06,4.72E-05,3.06E-05,3.49E-05,3.26E-05,1.24E-05,6.40E-05,0.000122057,0.00011365,2.52E-06,9.30E-06,9.65E-05,4.83E-06,2.47E-05,1.40E-05,7.86E-05,2.19E-05,0,7.21E-05,1.00E-05,3.05E-06,5.37E-05,6.15E-05,7.15E-05,0.000112206,4.55E-05
miR-22-3p,0.010717124,0.045955561,0.014070484,0.041041159,0.023569703,0.03856038,0.047352325,0.058500575,0.042846034,0.010289809,0.019550662,0.050368138,0.012357573,0.022421783,0.024305636,0.027950433,0.012245771,0.007683572,0.048353835,0.012664853,0.020462324,0.0732791,0.048430804,0.061919689,0.241674944,0.044501223
miR-224-3p,3.00E-06,4.25E-05,9.41E-06,8.73E-06,1.95E-05,9.89E-06,6.06E-05,3.05E-05,6.58E-05,2.52E-06,1.08E-05,5.05E-05,9.66E-06,0.003049659,1.40E-05,3.57E-05,3.66E-06,5.27E-06,2.88E-05,0.001586857,0,7.51E-05,4.47E-05,8.34E-05,0.000145452,3.19E-05
miR-224-5p,3.00E-05,0.000703956,0.000115332,0.000628783,0.000126964,9.15E-05,0.000478272,0.000645494,0.000927144,4.03E-05,8.52E-05,0.000519022,0.000125556,0.094218407,0.000251101,0.000271641,5.49E-05,0.000360991,0.000648948,0.047382353,6.10E-05,0.001239563,0.000379937,0.000893932,0.000536095,0.000182177
miR-22-5p,0.00074666,0.001795324,0.000454266,0.001978045,0.000885492,0.002352208,0.002068022,0.00248574,0.001991865,0.000562271,0.001264432,0.00263645,0.000584317,0.001209986,0.001520555,0.001258127,0.000574249,0.00041896,0.002177581,0.000563401,0.001369646,0.003455751,0.002123178,0.003019504,0.011299552,0.00207226
miR-2276-3p,1.80E-05,3.78E-05,4.94E-05,5.24E-05,3.58E-05,1.24E-05,4.72E-05,2.35E-05,9.57E-05,1.01E-05,1.39E-05,6.89E-05,9.66E-06,4.94E-05,7.44E-05,3.93E-05,9.14E-06,1.84E-05,8.65E-05,4.00E-05,2.14E-05,3.22E-05,0.000128508,0.000123164,0.000166231,2.73E-05
miR-2276-5p,1.50E-05,2.36E-05,1.18E-05,3.93E-05,2.28E-05,7.42E-06,1.35E-05,1.41E-05,3.59E-05,1.26E-05,1.24E-05,4.59E-06,7.24E-06,9.05E-05,3.72E-05,3.57E-05,1.10E-05,1.05E-05,6.73E-05,1.67E-05,6.10E-06,2.15E-05,2.79E-05,1.99E-05,0.000103894,2.73E-05
miR-2278,3.00E-06,5.20E-05,4.71E-05,3.93E-05,3.26E-05,3.71E-05,7.75E-05,1.64E-05,5.38E-05,0,6.20E-06,4.59E-05,2.41E-06,8.23E-05,9.30E-06,7.15E-06,3.66E-06,5.27E-06,7.21E-05,1.33E-05,1.53E-05,4.29E-05,0.000134095,7.55E-05,0.000103894,5.92E-05
miR-2355-3p,1.50E-05,8.03E-05,5.18E-05,3.93E-05,7.49E-05,1.73E-05,0.000101043,5.16E-05,5.38E-05,1.01E-05,1.08E-05,8.27E-05,9.66E-06,1.23E-05,6.51E-05,3.93E-05,9.14E-06,3.95E-05,6.73E-05,1.00E-05,1.83E-05,5.90E-05,8.38E-05,2.38E-05,0.000137141,7.74E-05
miR-2355-5p,8.10E-05,0.000231502,0.000181236,0.000192128,0.00020184,0.000148404,0.000370493,0.000192475,0.000179447,6.30E-05,3.72E-05,0.000362856,5.07E-05,0.000123468,0.000311551,0.000246621,7.50E-05,7.11E-05,0.000398983,3.00E-05,0.000155572,0.000370259,0.000178794,0.000190705,0.000465447,0.000273265
miR-2392,3.00E-05,0.000340167,0.000249493,0.00048032,0.001090587,0.00023992,0.000579316,0.000185433,0.001094629,3.78E-05,4.18E-05,0.001106942,2.41E-05,8.64E-05,0.00012555,0.000210879,0.000106071,0.000105399,0.000326878,0.000110013,6.41E-05,0.00017708,0.002592512,0.002050084,0.000839467,0.001398206
miR-23a-3p,0.014585364,0.068141982,0.026585166,0.045962256,0.019861707,0.02181543,0.041801672,0.039293008,0.104139251,0.016772313,0.015752717,0.057303748,0.00997443,0.261723284,0.032726816,0.046457765,0.011477667,0.017678012,0.096986478,0.221029857,0.023707988,0.154296078,0.050023187,0.052432091,0.148348703,0.038812754
miR-23a-5p,1.20E-05,0.000222053,0.000136515,0.000144096,0.000419957,6.18E-05,0.00028629,8.22E-05,0.000538342,1.76E-05,3.41E-05,0.000358263,2.41E-05,2.06E-05,5.12E-05,8.94E-05,1.83E-05,2.63E-05,0.000317263,3.33E-05,2.44E-05,0.000139518,0.000905144,0.000735011,0.000515316,0.000437224
miR-23b-3p,0.024639789,0.081616358,0.03876562,0.047184888,0.021131346,0.034066203,0.048581687,0.030779523,0.160455796,0.02105364,0.025431201,0.070619198,0.012912915,0.627830503,0.049462226,0.06956155,0.015444376,0.027045329,0.15643492,0.501023456,0.049703803,0.231653395,0.046821659,0.045324338,0.17688641,0.053714811
miR-23b-5p,5.70E-05,0.000108664,9.89E-05,3.49E-05,4.56E-05,0.001719016,7.41E-05,2.11E-05,0.000430674,2.77E-05,3.25E-05,0.0001332,2.17E-05,0.000839582,0.0001023,0.000146543,1.65E-05,3.69E-05,0.000398983,0.000936779,0.000103715,0.000429286,6.70E-05,8.34E-05,0.000232723,0.000145741
miR-23c,0.000443798,0.001370115,0.00087558,0.000777245,0.000182307,0.000281968,0.00051869,0.000192475,0.003206125,0.000526971,0.000344,0.000748678,9.18E-05,0.009000815,0.000576602,0.001004357,0.000182882,0.000959129,0.002100669,0.007380886,0.0007016,0.003487948,0.000352001,0.000297977,0.001400496,0.000441779
miR-24-2-5p,5.40E-05,0.000325993,9.65E-05,0.000314391,0.000146497,7.67E-05,0.0002324,0.000262892,0.000328987,6.05E-05,4.96E-05,0.000362856,4.35E-05,6.58E-05,0.000167401,0.000221602,6.95E-05,3.69E-05,0.00035572,2.00E-05,4.58E-05,0.000595634,0.000340826,0.000365519,0.000652457,0.000273265
miR-24-3p,0.018192722,0.08184786,0.036200075,0.043193866,0.020909973,0.027143143,0.043940425,0.033525808,0.122006221,0.016315941,0.017565689,0.059719728,0.010032379,0.543991637,0.038176636,0.061051322,0.012988272,0.022563246,0.135423427,0.365103812,0.037495958,0.211675503,0.050028775,0.044458218,0.165046607,0.048272281
miR-2467-3p,6.60E-05,0.000590567,0.000454266,0.000711747,0.001523566,0.000366064,0.000949808,0.000382602,0.002392631,2.77E-05,0.00010382,0.001584626,3.62E-05,0.000214011,9.30E-05,0.000257344,0.000142648,0.000110669,0.00080758,0.000176688,4.88E-05,0.000236107,0.004162546,0.003071153,0.001388029,0.001798995
miR-2467-5p,0,4.72E-06,2.35E-06,0,3.26E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33E-06,0,0,0,3.97E-06,4.16E-06,0
miR-25-3p,0.038019701,0.305781415,0.276236228,0.361501917,0.101219504,0.113257202,0.105357997,0.093634251,0.177228137,0.047452636,0.04196644,0.293477312,0.057369271,0.17951831,0.320372187,0.134891218,0.053169252,0.170097836,0.595128564,0.119811044,0.062048917,0.488881496,0.164484822,0.179743898,0.082575251,0.25672346
miR-25-5p,0.000146933,0.001152787,0.001334554,0.00083401,0.000664119,0.000277021,0.000266081,0.000528132,0.001010886,0.000141198,0.000187495,0.001185025,0.000212479,0.000600877,0.001966957,0.000550431,0.000237746,0.000642933,0.002975547,0.000466723,0.000356901,0.001851295,0.000771049,0.000619793,0.000261814,0.000888112
miR-2681-3p,3.00E-05,1.89E-05,1.18E-05,4.37E-06,7.16E-05,2.47E-06,2.36E-05,1.41E-05,0,2.52E-05,0,4.59E-05,1.69E-05,7.00E-05,0.00010695,6.43E-05,3.29E-05,2.37E-05,9.61E-05,6.00E-05,8.85E-05,3.22E-05,1.12E-05,3.58E-05,0.000162075,3.64E-05
miR-2681-5p,3.00E-06,1.42E-05,1.41E-05,2.62E-05,1.30E-05,4.95E-06,0,2.35E-06,1.20E-05,0,0,1.38E-05,0,1.65E-05,4.65E-06,1.07E-05,5.49E-06,0,2.88E-05,1.00E-05,3.05E-06,1.07E-05,1.68E-05,3.18E-05,4.99E-05,0
miR-2682-3p,6.00E-05,4.72E-05,2.35E-05,3.93E-05,5.21E-05,2.47E-05,0.00017851,1.41E-05,8.37E-05,0.000128591,0.000122414,5.97E-05,0.000118312,3.29E-05,3.72E-05,0.000114375,8.05E-05,1.05E-05,0.000120176,2.33E-05,4.27E-05,0.000118054,2.79E-05,1.99E-05,5.40E-05,0.000132078
miR-2682-5p,1.80E-05,1.42E-05,1.88E-05,8.73E-06,3.26E-06,0,2.02E-05,0,5.98E-06,1.76E-05,1.86E-05,0,2.66E-05,8.23E-06,4.65E-06,2.86E-05,9.14E-06,0,1.44E-05,1.00E-05,6.10E-06,5.90E-05,5.59E-06,2.78E-05,1.66E-05,5.47E-05
miR-26a-1-3p,4.20E-05,0.000311819,8.24E-05,0.000144096,4.23E-05,4.95E-06,5.05E-05,0.000105626,2.39E-05,3.78E-05,1.39E-05,6.43E-05,3.38E-05,0.000209896,6.98E-05,7.15E-05,3.29E-05,0.000142288,0.000365334,8.67E-05,5.80E-05,0.00027367,2.79E-05,7.55E-05,0.000141296,7.74E-05
miR-26a-2-3p,0,9.45E-06,4.71E-06,1.31E-05,1.30E-05,9.89E-06,6.74E-06,0,2.99E-05,0,1.55E-06,4.59E-06,4.83E-06,4.12E-06,2.33E-05,7.15E-06,1.83E-06,5.27E-06,1.92E-05,1.00E-05,6.10E-06,5.37E-05,5.59E-06,1.59E-05,1.66E-05,9.11E-06
miR-26a-5p,0.280846215,0.819683362,0.286286574,0.43919149,0.180650055,0.235787198,0.130888307,0.171734385,0.150789568,0.225516003,0.10682282,0.303586766,0.189762869,0.48560775,0.224521397,0.317941533,0.220295866,0.317837955,0.40470319,0.385739622,0.376237714,0.490400094,0.2033725,0.33907039,0.912001463,0.484184782
miR-26b-3p,0.000173921,0.001559097,0.000534292,0.000567651,0.000179052,0.000514468,0.000252609,0.000319226,0.000436655,0.000146241,0.000193694,0.000307739,0.000118312,0.000642033,0.000288301,0.000364571,0.000120702,0.000561249,0.000879685,0.000923444,0.000356901,0.001046384,0.000201143,0.000242355,0.001022321,0.000419006
miR-26b-5p,0.028130201,0.219912974,0.071435128,0.078244125,0.025369986,0.099247838,0.046008447,0.050860268,0.060503649,0.029296077,0.034007955,0.063867314,0.015993857,0.091086436,0.036358479,0.047186907,0.021349632,0.077041245,0.121882045,0.108443013,0.055874835,0.139131555,0.043636892,0.035808929,0.152841096,0.061425442
miR-27a-3p,0.016516485,0.085807022,0.035799944,0.055778249,0.023934317,0.024783515,0.043731602,0.055909208,0.10644814,0.014240833,0.019583202,0.076342224,0.012321355,0.385446419,0.037753484,0.052973576,0.012531067,0.019169405,0.12447303,0.248179782,0.024882406,0.172996845,0.068668041,0.070072349,0.177218872,0.037054749
miR-27a-5p,6.00E-06,6.61E-05,5.41E-05,1.31E-05,3.91E-05,1.73E-05,5.05E-05,5.87E-05,7.18E-05,1.26E-05,7.75E-06,9.65E-05,1.21E-05,4.53E-05,7.91E-05,0.000103652,1.10E-05,1.05E-05,0.000216316,2.67E-05,9.15E-06,0.000160982,0.000139683,9.54E-05,0.000116362,7.74E-05
miR-27b-3p,0.028229156,0.070778273,0.044348622,0.034853764,0.015535169,0.033225246,0.03001327,0.01742835,0.136924273,0.020319914,0.032641253,0.058994015,0.012053342,1,0.044663409,0.064278847,0.014085563,0.026233759,0.166149912,0.621431238,0.051970277,0.216022022,0.034088179,0.031863709,0.164090779,0.030997372
miR-27b-5p,0.00019791,0.000396861,0.000275384,0.000100431,0.000146497,0.000173138,0.00024924,0.000107974,0.001142481,0.000166412,0.000176649,0.000321518,9.66E-05,0.008087152,0.000269701,0.000421758,0.000117044,0.000134383,0.001475756,0.003993813,0.000430111,0.00157226,0.000212318,0.000186732,0.000527783,0.000286928
miR-28-5p,0.000647705,0.029944109,0.004502649,0.00970683,0.001855626,0.003398458,0.00721787,0.005572378,0.003798301,0.000892573,0.000320757,0.003642343,0.000330791,0.008597486,0.002399409,0.001704905,0.000698609,0.004951108,0.016492893,0.006167407,0.000722953,0.019172981,0.005207373,0.003098964,0.010883975,0.004253827
miR-2861,0.007796453,0.072696434,0.054542545,0.095094623,0.051980311,0.02655942,0.034870092,0.056465507,0.177401603,0.00582442,0.01072443,0.0531975,0.005918017,0.073693915,0.05913891,0.036921735,0.01193853,0.047766731,0.140417923,0.087537171,0.012427476,0.075516753,0.115657319,0.049631104,0.087196473,0.052070666
miR-2909,0,0,0,4.37E-06,3.26E-06,0,3.37E-06,0,0,0,0,0,2.41E-06,2.06E-05,1.86E-05,0,0,0,4.81E-06,0,0,5.37E-06,5.59E-06,1.99E-05,1.25E-05,3.19E-05
miR-296-3p,5.10E-05,0.000170083,0.000141223,0.000314391,0.000517622,9.65E-05,0.000306498,0.000166655,0.000628066,3.53E-05,4.80E-05,0.000601699,2.66E-05,0.000312786,5.12E-05,9.29E-05,8.60E-05,5.27E-05,0.000326878,0.000296702,2.44E-05,0.00012342,0.001564447,0.001104503,0.000627522,0.000573857
miR-296-5p,0.001571285,0.000377963,0.000539,0.000956273,0.000387403,5.69E-05,0.000582684,0.000361477,0.000293097,0.000499236,0.001659567,0.000978334,0.000895791,0.005465515,0.000516152,0.000121524,0.0011613,0.00041896,0.000437439,0.004700564,5.19E-05,0.000466848,0.000497271,0.000389357,0.003889805,0.001202366
miR-297,3.00E-06,4.72E-06,2.35E-06,2.18E-05,4.88E-05,1.48E-05,2.69E-05,7.04E-06,0.000233281,0,3.10E-06,3.22E-05,0,0.000131699,0,7.15E-06,1.10E-05,0,3.85E-05,0,0,2.15E-05,0.000134095,0.000162894,8.31E-05,0.000227721
miR-298,0,3.78E-05,1.65E-05,2.18E-05,1.63E-05,2.47E-06,2.36E-05,1.64E-05,3.59E-05,0,1.55E-06,5.97E-05,4.83E-06,1.23E-05,0,3.57E-06,9.14E-06,2.63E-06,2.40E-05,6.67E-06,3.05E-06,3.22E-05,0.000128508,7.55E-05,4.16E-05,4.55E-05
miR-299-3p,0.001046524,0.000491352,6.36E-05,0.000235793,0.000227884,9.89E-06,6.06E-05,0.00035913,0.000137576,0.000189105,3.10E-06,0.000587919,0.000555342,2.47E-05,0.000172051,0.000339551,0.000352962,0.000366261,0.000576843,4.00E-05,0.000683298,0.00072442,9.50E-05,0.000536359,0.000881024,6.83E-05
miR-299-5p,0.004075146,0.001214206,0.000183589,0.000711747,0.000898514,2.72E-05,0.000293026,0.001077389,0.000299079,0.000917787,3.10E-05,0.001947482,0.002170664,3.29E-05,0.000906753,0.001401096,0.001422821,0.001156752,0.002091055,0.000216693,0.002669131,0.002269849,0.000502858,0.001676619,0.003116831,0.000282374
